
----------------------------------------------- [START 2024-09-03 14:38:06] ---------------------------------------------------

** start training target model! **
--------|------------- VALID -------------|--- classifier ---|------ Current Best ------|--------------|
  iter  |   loss   top-1   HTER    AUC    |   loss   top-1   |   top-1   HTER    AUC    |    time      |
  38.0  |  0.354  84.634  15.373  92.936  |   0.015  99.421  |  94.634   5.373  98.583  |  1 hr 30 min   0
  39.0  |  0.752  84.634  15.373  91.964  |   0.015  99.428  |  94.634   5.373  98.583  |  1 hr 32 min   0
  40.0  |  0.685  91.585   8.434  97.376  |   0.015  99.436  |  94.634   5.373  98.583  |  1 hr 35 min   0

----------------------------------------------- [START 2024-09-03 17:46:01] ---------------------------------------------------

** start training target model! **
--------|------------- VALID -------------|--- classifier ---|------ Current Best ------|--------------|
  iter  |   loss   top-1   HTER    AUC    |   loss   top-1   |   top-1   HTER    AUC    |    time      |
-------------------------------------------------------------------------------------------------------|
   1.0  |  0.707  86.098  13.880  93.755  |   0.167  92.385  |  86.098  13.880  93.755  |  0 hr 02 min   0
   2.0  |  0.924  90.976   9.108  96.912  |   0.100  95.677  |  90.976   9.108  96.912  |  0 hr 04 min   0
   3.0  |  0.701  81.585  18.434  91.444  |   0.075  96.858  |  90.976   9.108  96.912  |  0 hr 07 min   0
   4.0  |  0.491  93.049   6.940  97.475  |   0.061  97.497  |  93.049   6.940  97.475  |  0 hr 09 min   0
   5.0  |  0.551  93.902   6.120  97.805  |   0.052  97.894  |  93.902   6.120  97.805  |  0 hr 11 min   0
   6.0  |  1.012  89.756  10.145  96.589  |   0.046  98.146  |  93.902   6.120  97.805  |  0 hr 14 min   0
   7.0  |  0.627  84.756  15.301  92.897  |   0.041  98.365  |  93.902   6.120  97.805  |  0 hr 16 min   0
   8.0  |  0.311  94.756   5.301  99.059  |   0.039  98.448  |  94.756   5.301  99.059  |  0 hr 18 min   0
   9.0  |  0.288  93.780   6.193  98.334  |   0.036  98.590  |  94.756   5.301  99.059  |  0 hr 21 min   0
  10.0  |  0.107  95.122   4.771  98.948  |   0.033  98.697  |  95.122   4.771  98.948  |  0 hr 23 min   0
  11.0  |  0.533  88.171  11.711  95.776  |   0.031  98.779  |  95.122   4.771  98.948  |  0 hr 25 min   0
  12.0  |  0.338  89.146  10.819  95.437  |   0.030  98.840  |  95.122   4.771  98.948  |  0 hr 28 min   0
  13.0  |  0.268  86.098  13.880  94.710  |   0.028  98.904  |  95.122   4.771  98.948  |  0 hr 30 min   0
  14.0  |  1.042  89.390  10.674  96.720  |   0.027  98.950  |  95.122   4.771  98.948  |  0 hr 32 min   0
  15.0  |  0.510  93.171   6.867  97.851  |   0.026  98.994  |  95.122   4.771  98.948  |  0 hr 35 min   0
  16.0  |  0.851  83.659  16.265  91.962  |   0.025  99.033  |  95.122   4.771  98.948  |  0 hr 37 min   0
  17.0  |  0.599  92.561   7.542  98.032  |   0.024  99.073  |  95.122   4.771  98.948  |  0 hr 40 min   0
  18.0  |  0.269  91.341   8.579  97.021  |   0.023  99.108  |  95.122   4.771  98.948  |  0 hr 42 min   0
  19.0  |  0.369  95.366   4.627  98.900  |   0.022  99.142  |  95.366   4.627  98.900  |  0 hr 44 min   0
  20.0  |  0.336  83.415  16.722  92.583  |   0.022  99.166  |  95.366   4.627  98.900  |  0 hr 46 min   0
  21.0  |  1.217  93.780   6.193  98.282  |   0.021  99.191  |  95.366   4.627  98.900  |  0 hr 49 min   0
  22.0  |  0.797  89.268  10.747  95.411  |   0.021  99.201  |  95.366   4.627  98.900  |  0 hr 51 min   0
  23.0  |  0.688  91.341   8.579  96.612  |   0.020  99.226  |  95.366   4.627  98.900  |  0 hr 53 min   0
  24.0  |  0.311  87.683  12.313  94.889  |   0.020  99.244  |  95.366   4.627  98.900  |  0 hr 56 min   0
  25.0  |  0.499  82.317  17.687  90.406  |   0.020  99.261  |  95.366   4.627  98.900  |  0 hr 58 min   0
  26.0  |  1.111  90.610   9.326  96.358  |   0.019  99.279  |  95.366   4.627  98.900  |  1 hr 00 min   0
  27.0  |  0.290  84.390  15.518  92.023  |   0.019  99.297  |  95.366   4.627  98.900  |  1 hr 03 min   0
  28.0  |  0.392  85.122  14.771  93.897  |   0.018  99.316  |  95.366   4.627  98.900  |  1 hr 05 min   0
  29.0  |  0.621  86.220  13.807  93.948  |   0.018  99.328  |  95.366   4.627  98.900  |  1 hr 07 min   0
  30.0  |  1.376  86.098  13.880  93.780  |   0.018  99.345  |  95.366   4.627  98.900  |  1 hr 09 min   0
  31.0  |  0.468  90.732   9.253  96.157  |   0.017  99.357  |  95.366   4.627  98.900  |  1 hr 12 min   0
  32.0  |  0.841  88.780  11.349  95.638  |   0.017  99.371  |  95.366   4.627  98.900  |  1 hr 14 min   0
  33.0  |  0.860  93.049   6.940  97.677  |   0.017  99.383  |  95.366   4.627  98.900  |  1 hr 16 min   0
  34.0  |  1.806  92.195   7.759  97.711  |   0.016  99.395  |  95.366   4.627  98.900  |  1 hr 19 min   0
  35.0  |  0.603  80.488  19.398  89.904  |   0.016  99.409  |  95.366   4.627  98.900  |  1 hr 21 min   0
  36.0  |  1.631  86.829  13.133  94.946  |   0.016  99.413  |  95.366   4.627  98.900  |  1 hr 23 min   0
  37.0  |  0.551  95.122   4.771  98.828  |   0.016  99.425  |  95.366   4.627  98.900  |  1 hr 26 min   0
  38.0  |  0.663  91.585   8.434  96.673  |   0.015  99.434  |  95.366   4.627  98.900  |  1 hr 28 min   0
  39.0  |  0.589  86.341  13.735  94.618  |   0.015  99.446  |  95.366   4.627  98.900  |  1 hr 30 min   0
  40.0  |  2.250  81.585  18.434  91.460  |   0.015  99.454  |  95.366   4.627  98.900  |  1 hr 33 min   0

----------------------------------------------- [START 2024-09-03 19:19:11] ---------------------------------------------------

** start training target model! **
--------|------------- VALID -------------|--- classifier ---|------ Current Best ------|--------------|
  iter  |   loss   top-1   HTER    AUC    |   loss   top-1   |   top-1   HTER    AUC    |    time      |
